song_id,count,year
362347,47,2011
253755,39,2011
453055,39,2011
493073,39,2011
180669,38,2011
392779,38,2011
349306,37,2011
93890,37,2011
173798,37,2011
396364,35,2011
455668,34,2011
72222,34,2011
508608,33,2011
287003,33,2011
470684,32,2011
583672,32,2011
530279,31,2011
279532,30,2011
177460,29,2011
645489,28,2011
325609,27,2011
28832,27,2011
29842,26,2011
550374,26,2011
457082,26,2011
440848,26,2011
620028,25,2011
586304,25,2011
626581,25,2011
191999,25,2011
104450,25,2011
454218,24,2011
436430,24,2011
484234,24,2011
507970,24,2011
482903,24,2011
366786,23,2011
38832,23,2011
253594,23,2011
46845,23,2011
498616,23,2011
210647,23,2011
472337,23,2011
666076,23,2011
693595,23,2011
96564,23,2011
1236,23,2011
654757,23,2011
580074,23,2011
380832,23,2011
21125,23,2011
476680,22,2011
231659,22,2011
481669,22,2011
425758,22,2011
665496,22,2011
518484,22,2011
533739,21,2011
497066,21,2011
52237,21,2011
426886,21,2011
86640,21,2011
585216,21,2011
644261,21,2011
509169,21,2011
440160,21,2011
243178,20,2011
411161,20,2011
76591,20,2011
576262,20,2011
629738,20,2011
610933,20,2011
558670,20,2011
246098,20,2011
464058,20,2011
73296,20,2011
671533,20,2011
311834,19,2011
493757,19,2011
311240,19,2011
549966,19,2011
702894,19,2011
424821,19,2011
594592,19,2011
372235,19,2011
681732,19,2011
250159,19,2011
31531,19,2011
74547,19,2011
81213,19,2011
338622,19,2011
482340,19,2011
407044,19,2011
452052,19,2011
490333,19,2011
344910,19,2011
306422,19,2011
282168,19,2011
206429,18,2011
659462,18,2011
42036,18,2011
109926,18,2011
150446,18,2011
523424,18,2011
166761,18,2011
496316,18,2011
655888,18,2011
58889,18,2011
700994,17,2011
407082,17,2011
243099,17,2011
643498,17,2011
123971,17,2011
95369,17,2011
480973,17,2011
468195,17,2011
16293,17,2011
388635,17,2011
138031,17,2011
414426,17,2011
248226,17,2011
13198,17,2011
15376,17,2011
57230,17,2011
551859,17,2011
235595,17,2011
182424,17,2011
542441,17,2011
234462,17,2011
655757,17,2011
424813,16,2011
626369,16,2011
707167,16,2011
380366,16,2011
8765,16,2011
140638,16,2011
78865,16,2011
554287,16,2011
553894,16,2011
540623,16,2011
371829,16,2011
554106,16,2011
409989,16,2011
663905,16,2011
471988,16,2011
392397,16,2011
275414,16,2011
376126,16,2011
107916,16,2011
370796,16,2011
506359,16,2011
609622,16,2011
634979,16,2011
522825,16,2011
364111,16,2011
11777,16,2011
129972,16,2011
253571,16,2011
232874,15,2011
477609,15,2011
81687,15,2011
370386,15,2011
377355,15,2011
193232,15,2011
15182,15,2011
266059,15,2011
451946,15,2011
230194,15,2011
691017,15,2011
616816,15,2011
457500,15,2011
493061,15,2011
474264,15,2011
117595,15,2011
13281,15,2011
24831,15,2011
67655,15,2011
658613,15,2011
477905,15,2011
440678,15,2011
85040,15,2011
473570,15,2011
412068,15,2011
98390,15,2011
693110,15,2011
222763,15,2011
111970,15,2011
501713,15,2011
253504,15,2011
186650,15,2011
578240,15,2011
88503,14,2011
221785,14,2011
678078,14,2011
45351,14,2011
319820,14,2011
325325,14,2011
459866,14,2011
79157,14,2011
260730,14,2011
630629,14,2011
473716,14,2011
117207,14,2011
132247,14,2011
527374,14,2011
316497,14,2011
100733,14,2011
314283,14,2011
163662,14,2011
33682,14,2011
672354,14,2011
333323,14,2011
396490,14,2011
380564,14,2011
91782,14,2011
479729,14,2011
547386,14,2011
664191,14,2011
436333,14,2011
550446,14,2011
485479,14,2011
128874,14,2011
514673,14,2011
183106,14,2011
446180,14,2011
169945,14,2011
477689,14,2011
259976,14,2011
652798,14,2011
346897,13,2011
591035,13,2011
585596,13,2011
198568,13,2011
89620,13,2011
519403,13,2011
656512,13,2011
129290,13,2011
678145,13,2011
96289,13,2011
543751,13,2011
263857,13,2011
593089,13,2011
402779,13,2011
150714,13,2011
670271,13,2011
556394,13,2011
436410,13,2011
628199,13,2011
82636,13,2011
143529,13,2011
651902,13,2011
176783,13,2011
109574,13,2011
185307,13,2011
667074,13,2011
494037,13,2011
655756,13,2011
349751,13,2011
459687,13,2011
174701,13,2011
693854,13,2011
264929,13,2011
238794,13,2011
539434,13,2011
188349,13,2011
664036,13,2011
383058,13,2011
112008,13,2011
176650,13,2011
396658,13,2011
416865,13,2011
228516,13,2011
190028,13,2011
320043,13,2011
112399,13,2011
534413,13,2011
44399,13,2011
59727,13,2011
611706,13,2011
388258,13,2011
21230,13,2011
346967,13,2011
202062,12,2011
442352,12,2011
173681,12,2011
662661,12,2011
172214,12,2011
70845,12,2011
612938,12,2011
373037,12,2011
628459,12,2011
184868,12,2011
26648,12,2011
612215,12,2011
112542,12,2011
659072,12,2011
672639,12,2011
703596,12,2011
23276,12,2011
194736,12,2011
544617,12,2011
456474,12,2011
512599,12,2011
325909,12,2011
351157,12,2011
253237,12,2011
532191,12,2011
320530,12,2011
44829,12,2011
237477,12,2011
241952,12,2011
425043,12,2011
129053,12,2011
26142,12,2011
36564,12,2011
64361,12,2011
512098,12,2011
626700,12,2011
13930,12,2011
559731,12,2011
