song_id,count,year
170317,53,2006
511804,48,2006
117902,45,2006
401053,43,2006
542832,42,2006
529965,42,2006
45186,41,2006
59978,40,2006
440848,40,2006
331933,38,2006
277272,37,2006
412880,37,2006
381568,36,2006
654757,36,2006
694355,35,2006
528414,34,2006
1236,33,2006
352189,33,2006
316600,31,2006
80924,30,2006
271235,30,2006
488619,29,2006
444921,29,2006
154031,29,2006
593128,29,2006
173943,28,2006
166589,28,2006
167550,28,2006
516237,28,2006
648351,27,2006
310977,26,2006
416865,26,2006
580518,26,2006
102655,26,2006
358818,25,2006
413065,25,2006
675813,25,2006
106990,25,2006
448618,24,2006
651499,24,2006
448178,24,2006
188349,23,2006
211437,23,2006
625933,23,2006
340646,23,2006
303930,23,2006
392560,23,2006
457500,22,2006
197357,22,2006
569173,22,2006
84374,22,2006
664036,22,2006
325455,22,2006
663471,22,2006
153569,21,2006
1546,21,2006
121309,21,2006
578165,21,2006
423503,21,2006
138295,21,2006
107220,21,2006
476291,20,2006
626978,20,2006
561778,20,2006
53943,20,2006
315438,20,2006
367753,20,2006
674605,20,2006
204866,20,2006
573950,20,2006
407082,19,2006
64813,19,2006
596508,19,2006
83623,19,2006
257277,19,2006
250038,19,2006
585216,19,2006
655636,19,2006
124278,19,2006
131909,19,2006
221959,19,2006
188789,19,2006
493859,19,2006
173686,19,2006
620452,19,2006
441049,19,2006
614325,19,2006
171188,19,2006
103120,19,2006
45498,19,2006
622615,19,2006
21336,18,2006
493450,18,2006
137299,18,2006
171699,18,2006
195254,18,2006
119979,18,2006
290622,18,2006
78541,18,2006
359233,18,2006
322738,18,2006
174200,18,2006
126844,18,2006
659426,17,2006
608081,17,2006
248361,17,2006
554876,17,2006
102445,17,2006
336829,17,2006
425680,17,2006
211726,17,2006
597306,17,2006
411650,17,2006
511620,16,2006
88178,16,2006
4282,16,2006
370044,16,2006
98848,16,2006
353960,16,2006
181309,16,2006
643414,16,2006
321397,16,2006
354004,16,2006
392800,16,2006
113958,16,2006
500817,16,2006
207466,15,2006
202414,15,2006
276685,15,2006
213810,15,2006
49921,15,2006
174448,15,2006
172329,15,2006
477100,15,2006
466574,15,2006
538054,15,2006
602852,15,2006
85116,15,2006
442368,15,2006
398909,15,2006
21901,15,2006
175230,15,2006
209777,15,2006
350319,15,2006
414561,15,2006
491754,15,2006
172157,15,2006
118973,14,2006
481669,14,2006
593912,14,2006
371691,14,2006
305201,14,2006
319820,14,2006
270647,14,2006
88503,14,2006
94798,14,2006
248401,14,2006
410100,14,2006
254889,14,2006
118150,14,2006
350174,14,2006
203719,14,2006
402779,14,2006
115304,14,2006
398250,14,2006
207230,14,2006
647925,14,2006
459887,14,2006
84356,14,2006
201283,14,2006
558207,13,2006
438439,13,2006
550600,13,2006
367490,13,2006
391192,13,2006
393004,13,2006
63701,13,2006
647844,13,2006
421256,13,2006
208705,13,2006
652128,13,2006
488735,13,2006
604432,13,2006
259931,13,2006
237168,13,2006
655761,13,2006
689455,13,2006
48719,13,2006
351059,13,2006
378815,13,2006
373037,13,2006
273098,13,2006
15376,13,2006
98287,13,2006
670445,13,2006
477228,13,2006
342089,13,2006
578562,13,2006
345004,13,2006
196161,13,2006
204579,13,2006
448698,13,2006
492893,13,2006
527956,13,2006
12623,13,2006
93333,12,2006
628199,12,2006
660096,12,2006
690761,12,2006
326088,12,2006
248552,12,2006
518785,12,2006
522392,12,2006
342550,12,2006
486938,12,2006
183727,12,2006
549966,12,2006
453652,12,2006
591748,12,2006
198706,12,2006
310414,12,2006
7993,12,2006
365886,12,2006
571529,12,2006
218039,12,2006
66759,12,2006
160571,12,2006
411870,12,2006
14927,12,2006
135346,12,2006
584840,12,2006
626700,12,2006
114784,12,2006
620754,12,2006
231659,12,2006
357238,12,2006
140011,12,2006
164924,12,2006
88555,12,2006
649290,12,2006
703389,12,2006
600513,11,2006
128151,11,2006
580074,11,2006
343697,11,2006
10710,11,2006
452909,11,2006
672639,11,2006
351815,11,2006
186914,11,2006
388956,11,2006
121946,11,2006
514773,11,2006
222763,11,2006
211048,11,2006
339683,11,2006
465555,11,2006
526326,11,2006
223812,11,2006
184717,11,2006
607380,11,2006
618112,11,2006
490333,11,2006
89068,11,2006
240184,11,2006
225228,11,2006
644739,11,2006
155516,11,2006
376676,11,2006
279532,11,2006
516088,11,2006
539108,11,2006
486284,11,2006
619156,11,2006
337091,11,2006
225942,11,2006
653460,11,2006
190047,11,2006
5729,11,2006
153115,11,2006
145523,11,2006
204376,11,2006
71385,11,2006
294435,11,2006
654764,11,2006
91964,11,2006
540992,11,2006
61029,11,2006
38581,11,2006
