song_id,count,year
116573,332,2016
449244,258,2016
366786,249,2016
333595,246,2016
24087,238,2016
152475,235,2016
625875,232,2016
133143,229,2016
473514,227,2016
360825,226,2016
505036,220,2016
459256,219,2016
624738,219,2016
672550,218,2016
675115,214,2016
11657,212,2016
464051,211,2016
627363,208,2016
339124,206,2016
701557,205,2016
339802,205,2016
443914,201,2016
549178,200,2016
376435,199,2016
152422,198,2016
581799,193,2016
34548,191,2016
531820,191,2016
446812,191,2016
6546,190,2016
654757,188,2016
610933,187,2016
141248,186,2016
427256,186,2016
146989,185,2016
153807,184,2016
543820,183,2016
217365,182,2016
663256,180,2016
424813,180,2016
418935,179,2016
348200,178,2016
564336,177,2016
140833,176,2016
300087,173,2016
117595,173,2016
485957,173,2016
236393,173,2016
199390,172,2016
518420,170,2016
343974,170,2016
679436,170,2016
90557,170,2016
169984,170,2016
46284,169,2016
253755,168,2016
26083,168,2016
651499,166,2016
407828,166,2016
207232,164,2016
237407,163,2016
140867,163,2016
423649,162,2016
302646,161,2016
586653,158,2016
551411,157,2016
13198,157,2016
76888,156,2016
650494,156,2016
311,154,2016
497066,153,2016
132994,153,2016
626369,152,2016
245317,152,2016
668042,152,2016
243850,152,2016
663905,150,2016
528278,150,2016
13281,149,2016
368069,148,2016
298962,148,2016
590012,148,2016
194117,146,2016
44570,146,2016
543371,145,2016
375431,145,2016
698250,144,2016
88503,144,2016
553166,143,2016
59003,142,2016
643628,142,2016
95485,141,2016
341760,141,2016
639289,141,2016
542127,140,2016
118827,140,2016
298103,139,2016
33829,139,2016
555338,139,2016
51373,138,2016
567650,138,2016
645489,137,2016
27469,135,2016
703435,134,2016
13142,134,2016
295250,134,2016
695494,133,2016
213435,133,2016
553171,132,2016
317362,131,2016
210647,130,2016
318871,130,2016
420396,130,2016
554751,129,2016
92045,128,2016
274504,127,2016
705098,127,2016
173943,127,2016
51612,126,2016
696494,126,2016
109574,124,2016
686809,124,2016
551757,124,2016
580326,124,2016
551030,123,2016
579592,122,2016
549392,122,2016
174225,121,2016
75842,121,2016
98472,121,2016
250,120,2016
183949,120,2016
377243,120,2016
368753,119,2016
177460,119,2016
396233,119,2016
532114,119,2016
41328,119,2016
701801,118,2016
646941,118,2016
574944,118,2016
22845,118,2016
580074,117,2016
28832,117,2016
284984,117,2016
639051,117,2016
633203,116,2016
407082,116,2016
347585,116,2016
64052,116,2016
635537,116,2016
482903,116,2016
37748,116,2016
669617,115,2016
578474,115,2016
477905,115,2016
78180,115,2016
231659,115,2016
542441,115,2016
457124,114,2016
