song_id,count,year
541219,25,2007
170317,23,2007
654757,23,2007
655756,20,2007
219955,20,2007
1236,20,2007
325455,18,2007
504151,18,2007
497066,17,2007
529965,17,2007
440848,17,2007
271235,17,2007
636352,17,2007
267452,16,2007
195633,16,2007
358818,16,2007
112008,16,2007
664036,15,2007
614325,15,2007
218626,15,2007
425043,15,2007
598029,15,2007
107220,15,2007
586987,15,2007
64813,15,2007
166708,14,2007
188349,14,2007
204866,14,2007
402779,13,2007
103338,13,2007
293250,13,2007
412162,13,2007
259414,13,2007
30627,13,2007
701606,13,2007
622151,13,2007
616860,12,2007
407082,12,2007
540992,12,2007
578240,12,2007
405627,12,2007
117595,12,2007
593912,12,2007
89182,12,2007
628199,12,2007
659416,12,2007
280683,12,2007
466574,12,2007
14333,12,2007
104450,12,2007
612938,12,2007
537808,11,2007
206110,11,2007
685784,11,2007
491982,11,2007
78541,11,2007
558163,11,2007
165346,11,2007
493450,11,2007
437332,11,2007
171188,11,2007
258092,11,2007
48719,11,2007
624111,11,2007
571885,11,2007
549480,11,2007
668085,11,2007
331485,10,2007
318489,10,2007
594111,10,2007
330975,10,2007
153271,10,2007
191309,10,2007
173686,10,2007
583532,10,2007
304720,10,2007
545007,10,2007
90532,10,2007
397454,10,2007
423503,10,2007
269384,10,2007
251649,10,2007
86915,10,2007
641448,10,2007
205757,10,2007
188610,10,2007
422945,10,2007
609436,10,2007
522350,9,2007
426969,9,2007
113958,9,2007
687110,9,2007
82466,9,2007
372267,9,2007
310977,9,2007
254595,9,2007
84277,9,2007
12623,9,2007
73200,9,2007
132805,9,2007
47901,9,2007
512849,9,2007
228133,9,2007
154031,9,2007
447923,9,2007
309576,9,2007
215581,9,2007
346931,9,2007
198706,9,2007
452171,9,2007
414565,9,2007
112326,9,2007
112542,9,2007
657423,9,2007
88503,9,2007
495901,9,2007
477100,9,2007
183949,9,2007
393654,9,2007
374517,9,2007
352189,9,2007
338511,9,2007
123632,9,2007
56169,8,2007
353960,8,2007
276685,8,2007
367753,8,2007
506409,8,2007
703596,8,2007
350319,8,2007
74403,8,2007
670445,8,2007
689676,8,2007
556633,8,2007
360660,8,2007
112399,8,2007
257277,8,2007
56991,8,2007
602852,8,2007
427339,8,2007
122098,8,2007
536156,8,2007
500248,8,2007
93287,8,2007
224754,8,2007
373037,8,2007
176961,8,2007
300486,8,2007
669701,8,2007
279532,8,2007
66707,8,2007
141802,8,2007
367490,8,2007
448618,8,2007
490857,8,2007
655462,8,2007
651499,8,2007
345004,8,2007
221869,8,2007
173819,8,2007
457500,8,2007
45498,8,2007
211437,8,2007
308189,8,2007
363429,8,2007
322183,8,2007
231659,8,2007
193610,8,2007
508212,7,2007
77232,7,2007
174966,7,2007
448698,7,2007
474757,7,2007
208705,7,2007
595438,7,2007
397003,7,2007
10710,7,2007
310375,7,2007
294435,7,2007
626978,7,2007
124278,7,2007
197227,7,2007
148636,7,2007
289113,7,2007
11019,7,2007
578509,7,2007
533739,7,2007
579797,7,2007
39625,7,2007
477228,7,2007
643730,7,2007
545344,7,2007
650225,7,2007
174200,7,2007
634718,7,2007
477808,7,2007
369686,7,2007
218299,7,2007
401502,7,2007
133314,7,2007
554613,7,2007
667123,7,2007
629738,7,2007
426587,7,2007
59618,7,2007
196161,7,2007
150118,7,2007
59978,7,2007
374519,7,2007
319820,7,2007
118715,7,2007
416865,7,2007
459887,7,2007
345582,7,2007
592079,7,2007
84374,7,2007
86130,7,2007
319794,7,2007
455335,7,2007
378815,7,2007
476291,7,2007
298762,7,2007
302767,7,2007
593128,7,2007
406372,7,2007
453652,7,2007
549914,7,2007
264425,7,2007
422713,7,2007
290622,7,2007
554287,7,2007
483384,7,2007
565649,7,2007
137299,7,2007
556832,7,2007
665805,7,2007
584840,7,2007
644739,6,2007
274608,6,2007
313419,6,2007
140011,6,2007
350174,6,2007
648351,6,2007
128151,6,2007
106990,6,2007
574542,6,2007
616866,6,2007
146232,6,2007
542832,6,2007
411870,6,2007
301178,6,2007
648771,6,2007
