song_id,count,year
663256,283,2014
348200,239,2014
339802,201,2014
177460,183,2014
675115,181,2014
366786,179,2014
407828,169,2014
549178,166,2014
374617,164,2014
133143,163,2014
140867,158,2014
26083,154,2014
495557,154,2014
295250,149,2014
590012,147,2014
654757,145,2014
76888,144,2014
119795,142,2014
310151,141,2014
117595,141,2014
13281,139,2014
11657,136,2014
470684,136,2014
688690,136,2014
116573,135,2014
126737,135,2014
237407,134,2014
528278,133,2014
28832,132,2014
610933,131,2014
671830,131,2014
33829,131,2014
13142,130,2014
477905,127,2014
260220,127,2014
210647,126,2014
554751,126,2014
688721,126,2014
686809,125,2014
302646,125,2014
502078,125,2014
580074,125,2014
663905,124,2014
194117,124,2014
253755,122,2014
290776,120,2014
688951,120,2014
41328,118,2014
108216,117,2014
44603,117,2014
77951,116,2014
515964,115,2014
579592,115,2014
95323,115,2014
440160,114,2014
385838,114,2014
660937,113,2014
562575,113,2014
555338,113,2014
132994,113,2014
473639,112,2014
509169,110,2014
32120,110,2014
9033,110,2014
367732,109,2014
346913,109,2014
88503,109,2014
532114,109,2014
566257,108,2014
320530,108,2014
202564,107,2014
403481,106,2014
228501,106,2014
521739,106,2014
173943,106,2014
23359,105,2014
108458,105,2014
51612,104,2014
275414,104,2014
470129,104,2014
586464,103,2014
638196,103,2014
80103,102,2014
590379,102,2014
454218,102,2014
117470,102,2014
418935,102,2014
279532,102,2014
13198,100,2014
24016,100,2014
35703,99,2014
650494,99,2014
675797,99,2014
22845,99,2014
573179,99,2014
407082,98,2014
508608,98,2014
53061,97,2014
474475,97,2014
311834,97,2014
664036,97,2014
207558,97,2014
602629,97,2014
170488,97,2014
260719,97,2014
679405,96,2014
232305,96,2014
246984,96,2014
249594,95,2014
245317,95,2014
333408,95,2014
589983,95,2014
311790,94,2014
95181,94,2014
173798,94,2014
455986,93,2014
370470,93,2014
423503,93,2014
67655,93,2014
625875,92,2014
683053,92,2014
188349,92,2014
497066,91,2014
153271,91,2014
451489,91,2014
1236,91,2014
231659,91,2014
166761,90,2014
496477,89,2014
256956,89,2014
635537,89,2014
486938,89,2014
629738,88,2014
348165,88,2014
118827,88,2014
473514,87,2014
347303,87,2014
529965,87,2014
317362,87,2014
481669,87,2014
44030,87,2014
424813,86,2014
191145,86,2014
221986,86,2014
588471,86,2014
563956,86,2014
489337,85,2014
243951,85,2014
259622,85,2014
456665,85,2014
196849,85,2014
542441,84,2014
425668,84,2014
419993,84,2014
183949,84,2014
304205,84,2014
109926,84,2014
555344,84,2014
118219,84,2014
234462,84,2014
326204,83,2014
645489,83,2014
30712,83,2014
455668,83,2014
144632,83,2014
443633,82,2014
522825,82,2014
59003,82,2014
15958,82,2014
249229,82,2014
666130,81,2014
243850,81,2014
248566,81,2014
62426,81,2014
644261,80,2014
287576,80,2014
692481,80,2014
205757,80,2014
536588,80,2014
413837,80,2014
376749,80,2014
77017,79,2014
266934,79,2014
132247,79,2014
148421,79,2014
476680,79,2014
482903,79,2014
169945,78,2014
637303,78,2014
584779,78,2014
107220,78,2014
317882,78,2014
325979,78,2014
200877,78,2014
238794,78,2014
672319,78,2014
231481,77,2014
152422,77,2014
704267,77,2014
90557,77,2014
262309,77,2014
117546,77,2014
130275,77,2014
413314,77,2014
37691,77,2014
510512,76,2014
547427,76,2014
395389,76,2014
231078,76,2014
185743,76,2014
652798,76,2014
553437,76,2014
21125,76,2014
420435,76,2014
705515,76,2014
221851,76,2014
656512,76,2014
243099,75,2014
339756,75,2014
601589,75,2014
315273,75,2014
661213,75,2014
453055,74,2014
352313,74,2014
